Time,Live Demand,Winter Peak Demand,Orkney ANM,Non-ANM Renewable Generation,Total Renewable Capacity,Wind speed,Humidity,Temperature
Mon Nov  4 01:50:04 2019,18.7,17.0,15.863001,19.932,21.304999,8.2,81,8.77
Mon Nov  4 02:00:04 2019,19.08,16.62,15.844002,19.64,21.615998,8.2,81,8.77
Mon Nov  4 02:10:03 2019,18.12,17.58,16.212999,19.777,21.110001,8.2,81,8.77
Mon Nov  4 02:20:04 2019,17.47,18.23,15.735999,19.687,21.677001,8.2,81,8.77
Mon Nov  4 02:30:04 2019,17.27,18.43,15.765002,19.526,21.808998,8.2,81,8.77
Mon Nov  4 02:40:03 2019,17.11,18.59,15.827001,19.839,21.433999,8.2,81,8.76
Mon Nov  4 02:50:04 2019,16.43,19.27,15.434002,19.365,22.300998,8.2,81,8.77
Mon Nov  4 03:00:03 2019,16.31,19.39,14.52,19.503,23.077,8.2,81,8.77
Mon Nov  4 03:10:04 2019,18.68,17.02,16.395002,20.108,20.596998,9.8,81,8.76
Mon Nov  4 03:20:03 2019,18.32,17.38,14.927997,20.031,22.141003,9.8,81,8.77
Mon Nov  4 03:30:04 2019,17.66,18.04,14.491001,19.653,22.955999,9.8,81,8.78
Mon Nov  4 03:40:04 2019,17.38,18.32,15.804004,20.075,21.220996,7.7,87,8.76
Mon Nov  4 03:50:03 2019,17.23,18.47,15.784998,19.989,21.326002,7.7,87,8.76
Mon Nov  4 04:00:04 2019,17.97,17.73,16.252003,19.758,21.089997,7.7,87,8.77
Mon Nov  4 04:10:03 2019,18.31,17.39,16.370005,20.399,20.330995,11.3,87,8.76
Mon Nov  4 04:20:04 2019,17.35,18.35,15.866002,20.321,20.912998,11.3,87,8.77
Mon Nov  4 04:30:04 2019,17.53,18.17,16.081001,20.268,20.750999,11.3,87,8.77
Mon Nov  4 04:40:04 2019,17.28,18.42,16.398002,19.883,20.818998,8.7,93,8.46
Mon Nov  4 04:50:04 2019,17.35,18.35,15.827,20.265,21.008,8.7,93,8.46
Mon Nov  4 05:00:03 2019,16.56,19.14,16.751006,20.344,20.004994,8.7,93,8.47
Mon Nov  4 05:10:03 2019,14.98,20.72,16.569004,19.721,20.809996,8.7,93,8.46
Mon Nov  4 05:20:04 2019,14.98,20.72,16.174002,20.28,20.645998,8.7,93,8.46
Mon Nov  4 05:30:04 2019,14.55,21.15,15.138,19.739,22.223,8.7,93,8.46
Mon Nov  4 05:40:03 2019,13.76,21.94,15.244001,19.066,22.789999,9.3,87,8.76
Mon Nov  4 05:50:04 2019,14.36,21.34,15.173999,20.084,21.842001,9.3,87,8.76
Mon Nov  4 06:00:04 2019,14.45,21.25,14.922002,20.382,21.795998,9.3,87,8.77
Mon Nov  4 06:10:03 2019,14.5,21.2,15.863998,20.473,20.763002,8.2,93,8.27
Mon Nov  4 06:20:04 2019,14.04,21.66,15.280001,20.155,21.664999,8.2,93,8.27
Mon Nov  4 06:30:04 2019,13.87,21.83,15.910003,20.05,21.139997,8.2,93,8.47
Mon Nov  4 06:40:03 2019,14.34,21.36,15.358002,20.228,21.513998,8.7,87,8.76
Mon Nov  4 06:50:04 2019,13.69,22.01,16.564,19.925,20.611,8.7,87,8.77
Mon Nov  4 07:00:04 2019,14.26,21.44,16.018,20.418,20.664,8.7,87,8.77
Mon Nov  4 07:10:04 2019,13.11,22.59,16.532002,20.157,20.410998,8.7,87,8.76
Mon Nov  4 07:20:04 2019,13.19,22.51,16.280996,20.086,20.733004,8.7,87,8.77
Mon Nov  4 07:30:04 2019,12.57,23.13,16.018002,20.658,20.423998,8.7,87,8.77
Mon Nov  4 07:40:04 2019,12.12,23.58,16.823998,19.949,20.327002,8.7,93,8.46
Mon Nov  4 07:50:03 2019,12.03,23.67,15.980001,20.166,20.953999,8.7,93,8.46
Mon Nov  4 08:00:04 2019,12.59,23.11,15.030001,19.46,22.609999,8.7,93,8.47
Mon Nov  4 08:10:04 2019,14.69,21.01,15.387999,19.886,21.826001,8.7,93,8.47
Mon Nov  4 08:20:03 2019,14.91,20.79,15.638,19.986,21.476,9.3,93,8.46
Mon Nov  4 08:30:04 2019,13.85,21.85,15.459,19.19,22.451,9.3,93,8.47
Mon Nov  4 08:40:04 2019,15.15,20.55,15.542999,18.587,22.970001,7.7,93,8.46
Mon Nov  4 08:50:03 2019,15.86,19.84,15.521999,19.99,21.588001,7.7,93,8.46
Mon Nov  4 09:00:04 2019,15.57,20.13,14.072002,20.346,22.681998,7.7,93,8.28
Mon Nov  4 09:10:04 2019,14.79,20.91,15.372004,19.919,21.808996,8.2,87,8.76
Mon Nov  4 09:20:04 2019,13.84,21.86,14.322,20.559,22.219,8.2,87,8.77
Mon Nov  4 09:30:04 2019,14.46,21.24,14.546998,20.127,22.426002,8.2,87,8.77
Mon Nov  4 09:40:04 2019,14.71,20.99,15.132,19.705,22.263,7.7,87,8.76
Mon Nov  4 09:50:04 2019,13.82,21.88,13.926998,19.609,23.564002,7.7,87,8.76
Mon Nov  4 10:00:03 2019,14.49,21.21,13.526004,19.447,24.126996,7.7,87,8.77
Mon Nov  4 10:10:04 2019,13.87,21.83,14.082999,19.331,23.686001,7.7,87,8.77
Mon Nov  4 10:20:04 2019,13.9,21.8,14.546996,19.748,22.805004,7.7,87,8.77
Mon Nov  4 10:30:03 2019,13.21,22.49,15.039999,19.62,22.440001,7.7,87,8.77
Mon Nov  4 10:40:03 2019,14.17,21.53,14.33,18.691,24.079,8.7,93,8.46
Mon Nov  4 10:50:04 2019,15.05,20.65,14.508002,20.129,22.462998,8.7,93,8.27
Mon Nov  4 11:00:04 2019,14.41,21.29,14.527999,19.444,23.128001,8.7,93,8.27
Mon Nov  4 11:10:04 2019,14.24,21.46,14.828002,19.376,22.895998,7.7,93,8.27
Mon Nov  4 11:20:04 2019,14.55,21.15,14.287001,19.507,23.305999,7.7,93,8.27
Mon Nov  4 11:30:04 2019,13.95,21.75,13.364001,19.248,24.487999,7.7,93,8.28
Mon Nov  4 11:40:04 2019,15.29,20.41,14.895997,19.061,23.143003,8.7,93,8.27
Mon Nov  4 11:50:04 2019,14.5,21.2,14.903,19.406,22.791,8.7,93,8.27
Mon Nov  4 12:10:04 2019,14.51,21.19,14.744,17.806,24.55,8.7,93,7.92
Mon Nov  4 12:20:04 2019,14.75,20.95,14.617999,18.64,23.842001,8.7,93,7.92
Mon Nov  4 12:30:03 2019,14.37,21.33,14.357998,18.542,24.200002,8.7,93,7.92
Mon Nov  4 12:40:04 2019,14.95,20.75,14.510002,17.714,24.875998,9.3,93,7.92
Mon Nov  4 12:50:04 2019,15.41,20.29,16.160999,19.287,21.652001,9.3,93,7.92
Mon Nov  4 13:00:03 2019,14.53,21.17,13.848004,19.368,23.883996,9.3,93,7.93
Mon Nov  4 13:10:03 2019,14.19,21.51,13.767002,19.118,24.214998,9.3,93,7.93
Mon Nov  4 13:20:03 2019,14.35,21.35,13.413,18.743,24.944,7.7,93,7.92
Mon Nov  4 13:30:03 2019,14.91,20.79,14.061,18.652,24.387,7.7,93,7.93
Mon Nov  4 13:40:03 2019,15.58,20.12,14.293999,17.489,25.317001,7.7,93,7.93
Mon Nov  4 13:50:03 2019,14.68,21.02,13.848998,17.519,25.732002,8.2,93,7.92
Mon Nov  4 14:00:04 2019,16.03,19.67,15.379003,18.055,23.665997,8.2,93,7.93
Mon Nov  4 14:10:04 2019,16.51,19.19,12.715,18.037,26.348,7.7,93,7.92
Mon Nov  4 14:20:04 2019,16.48,19.22,11.594999,18.135,27.370001,7.7,93,7.92
Mon Nov  4 14:30:04 2019,16.4,19.3,12.076,18.122,26.902,7.7,93,7.93
Mon Nov  4 14:40:03 2019,16.28,19.42,12.292,18.018,26.79,8.2,93,8.26
Mon Nov  4 14:50:04 2019,16.22,19.48,10.631,17.225,29.244,8.2,93,8.26
Mon Nov  4 15:00:03 2019,16.82,18.88,11.469,18.166,27.465,8.2,93,8.28
Mon Nov  4 15:10:03 2019,16.84,18.86,10.362,17.105,29.633,8.2,93,7.92
Mon Nov  4 15:20:03 2019,17.51,18.19,11.854,16.886,28.36,8.2,93,7.92
Mon Nov  4 15:30:04 2019,17.24,18.46,12.665997,17.75,26.684003,8.2,93,7.93
Mon Nov  4 15:40:03 2019,16.44,19.26,12.859001,17.94,26.300999,8.2,93,7.93
Mon Nov  4 15:50:03 2019,16.94,18.76,12.523998,17.669,26.907002,7.7,93,7.92
Mon Nov  4 16:00:03 2019,17.51,18.19,13.887999,17.857,25.355001,7.7,93,7.93
Mon Nov  4 16:10:03 2019,18.67,17.03,15.213998,18.029,23.857002,7.7,93,7.92
Mon Nov  4 16:20:03 2019,18.97,16.73,15.910001,18.314,22.875999,7.7,93,7.92
Mon Nov  4 16:30:04 2019,17.46,18.24,15.199998,17.447,24.453002,7.7,93,7.92
Mon Nov  4 16:40:03 2019,18.13,17.57,15.825001,18.061,23.213999,7.7,93,7.92
Mon Nov  4 16:50:03 2019,17.99,17.71,16.255003,17.777,23.067997,7.7,93,7.92
Mon Nov  4 17:00:03 2019,18.07,17.63,15.206004,18.316,23.577996,7.7,93,7.92
Mon Nov  4 17:10:03 2019,18.65,17.05,15.733001,18.353,23.013999,7.7,93,7.92
Mon Nov  4 17:20:03 2019,17.92,17.78,13.628,19.022,24.45,7.7,93,7.92
Mon Nov  4 17:30:04 2019,17.76,17.94,13.143,20.165,23.792,7.7,93,7.92
Mon Nov  4 17:40:03 2019,17.5,18.2,15.233997,17.25,24.616003,7.2,87,7.92
Mon Nov  4 17:50:04 2019,16.75,18.95,15.099,18.283,23.718,7.2,87,7.92
Mon Nov  4 18:00:04 2019,17.65,18.05,14.155998,17.985,24.959002,7.2,87,7.93
Mon Nov  4 18:10:05 2019,18.06,17.64,14.600998,18.95,23.549002,7.7,93,8.27
Mon Nov  4 18:20:03 2019,17.83,17.87,14.733,18.281,24.086,7.7,93,8.27
Mon Nov  4 18:30:04 2019,18.44,17.26,15.865999,18.171,23.063001,7.7,93,8.28
Mon Nov  4 18:40:04 2019,18.07,17.63,15.396,17.248,24.456,8.2,93,8.27
Mon Nov  4 18:50:03 2019,18.31,17.39,14.738003,18.42,23.941997,8.2,93,8.27
Mon Nov  4 19:00:04 2019,19.6,16.1,15.296999,20.39,21.413001,8.2,93,8.28
Mon Nov  4 19:10:03 2019,21.63,14.07,15.453999,20.807,20.839001,7.7,93,8.26
Mon Nov  4 19:20:04 2019,21.14,14.56,14.825001,20.12,22.154999,7.7,93,8.27
Mon Nov  4 19:30:04 2019,20.78,14.92,15.364001,20.103,21.632999,7.7,93,8.28
Mon Nov  4 19:40:03 2019,21.54,14.16,14.825003,20.862,21.412997,7.2,93,7.92
Mon Nov  4 19:50:03 2019,19.85,15.85,15.023001,20.591,21.485999,7.2,93,7.92
Mon Nov  4 20:00:03 2019,20.65,15.05,15.818005,20.144,21.137995,7.2,93,7.92
Mon Nov  4 20:10:04 2019,20.57,15.13,15.151004,20.269,21.679996,7.7,87,8.27
Mon Nov  4 20:20:04 2019,20.27,15.43,15.503997,20.44,21.156003,7.7,87,8.27
Mon Nov  4 20:30:04 2019,18.5,17.2,15.196003,18.306,23.597997,7.7,87,8.28
Mon Nov  4 20:40:03 2019,18.47,17.23,12.962002,17.791,26.346998,7.7,87,8.28
Mon Nov  4 20:50:04 2019,18.15,17.55,13.386004,17.303,26.410996,8.2,81,8.76
Mon Nov  4 21:00:04 2019,17.88,17.82,13.990999,17.622,25.487001,8.2,81,8.78
Mon Nov  4 21:10:03 2019,18.23,17.47,14.140999,17.787,25.172001,7.2,81,8.42
Mon Nov  4 21:20:04 2019,17.73,17.97,13.656001,18.359,25.084999,7.2,81,8.42
Mon Nov  4 21:30:03 2019,17.59,18.11,13.413002,18.758,24.928998,7.2,81,8.42
Mon Nov  4 21:40:03 2019,17.52,18.18,13.582,18.106,25.412,7.2,76,8.42
Mon Nov  4 21:50:03 2019,17.02,18.68,12.966,18.258,25.876,7.2,76,8.23
Mon Nov  4 22:00:04 2019,16.83,18.87,14.33,17.898,24.872,7.2,76,8.23
Mon Nov  4 22:10:05 2019,17.71,17.99,12.888,17.166,27.046,6.2,76,8.22
Mon Nov  4 22:20:03 2019,16.87,18.83,11.320002,17.159,28.620998,6.2,76,8.23
Mon Nov  4 22:30:04 2019,17.3,18.4,13.361,18.107,25.632,6.2,76,8.23
Mon Nov  4 22:40:04 2019,18.57,17.13,13.223999,17.423,26.453001,6.2,76,8.22
Mon Nov  4 22:50:04 2019,17.54,18.16,10.716,17.185,29.199,6.2,76,8.23
Mon Nov  4 23:00:04 2019,18.08,17.62,11.603999,17.669,27.827001,6.2,76,8.23
Mon Nov  4 23:10:03 2019,18.93,16.77,12.737998,17.252,27.110002,7.2,81,8.27
Mon Nov  4 23:20:04 2019,17.93,17.77,11.087001,18.308,27.704999,7.2,81,8.27
Mon Nov  4 23:30:03 2019,17.22,18.48,12.670002,18.213,26.216998,7.2,81,8.27
Mon Nov  4 23:40:04 2019,16.95,18.75,13.343998,18.491,25.265002,6.2,81,8.27
Mon Nov  4 23:50:03 2019,18.08,17.62,13.296,17.772,26.032,6.2,81,8.27
Tue Nov  5 00:00:04 2019,18.45,17.25,13.866001,17.783,25.450999,6.2,81,8.09
Tue Nov  5 00:20:04 2019,19.25,16.45,12.633002,18.246,26.220998,7.2,75,8.07
Tue Nov  5 00:30:04 2019,19.39,16.31,13.251999,18.299,25.549001,7.2,75,8.07
Tue Nov  5 00:40:04 2019,20.16,15.54,12.641998,18.091,26.367002,6.2,75,8.06
Tue Nov  5 00:50:04 2019,20.1,15.6,13.118004,18.106,25.875996,6.2,75,8.08
Tue Nov  5 01:00:03 2019,20.91,14.79,12.660999,16.739,27.700001,6.2,75,8.1
Tue Nov  5 01:10:04 2019,20.21,15.49,13.039997,16.922,27.138003,6.7,70,7.72
Tue Nov  5 01:20:04 2019,20.37,15.33,13.226999,16.97,26.903001,6.7,70,7.73
Tue Nov  5 01:30:04 2019,20.41,15.29,14.076,16.814,26.21,6.7,70,7.73
Tue Nov  5 01:40:03 2019,19.67,16.03,13.83,15.776,27.494,6.7,70,7.73
Tue Nov  5 01:50:03 2019,19.98,15.72,13.619002,17.6,25.880998,6.7,75,7.73
Tue Nov  5 02:00:04 2019,19.97,15.73,14.244999,18.2,24.655001,6.7,75,7.73
Tue Nov  5 02:10:04 2019,19.41,16.29,14.397999,17.195,25.507001,8.2,75,7.72
Tue Nov  5 02:20:03 2019,18.93,16.77,13.163,17.191,26.746,8.2,75,7.54
Tue Nov  5 02:30:04 2019,18.56,17.14,13.610002,16.723,26.766998,8.2,75,7.55
Tue Nov  5 02:40:04 2019,18.68,17.02,12.974001,17.289,26.836999,7.7,70,7.52
Tue Nov  5 02:50:03 2019,18.97,16.73,14.737997,17.532,24.830003,7.7,70,7.52
Tue Nov  5 03:00:04 2019,19.03,16.67,12.352001,16.639,28.108999,7.7,70,7.55
Tue Nov  5 03:10:04 2019,19.98,15.72,13.768999,17.151,26.180001,7.7,70,7.54
Tue Nov  5 03:20:03 2019,19.52,16.18,15.328003,18.595,23.176997,7.7,70,7.54
Tue Nov  5 03:30:03 2019,18.73,16.97,15.242004,18.86,22.997996,7.7,70,7.57
Tue Nov  5 03:40:03 2019,17.93,17.77,13.711002,18.497,24.891998,8.2,70,7.33
Tue Nov  5 03:50:03 2019,18.31,17.39,14.060997,18.5,24.539003,8.2,70,7.33
Tue Nov  5 04:00:04 2019,18.34,17.36,13.29,17.869,25.941,8.2,70,7.18
Tue Nov  5 04:10:04 2019,19.44,16.26,13.098002,18.366,25.635998,7.7,65,7.33
Tue Nov  5 04:20:03 2019,18.94,16.76,14.532003,18.704,23.863997,7.7,65,7.34
Tue Nov  5 04:30:03 2019,19.17,16.53,15.152,17.677,24.271,7.7,65,7.55
Tue Nov  5 04:40:04 2019,18.61,17.09,14.33,18.433,24.337,5.7,65,7.52
Tue Nov  5 04:50:04 2019,18.17,17.53,13.110001,17.061,26.928999,5.7,65,7.54
Tue Nov  5 05:00:04 2019,17.04,18.66,13.315999,17.835,25.949001,5.7,65,7.54
Tue Nov  5 05:10:03 2019,15.96,19.74,11.639001,17.139,28.321999,6.2,70,7.53
Tue Nov  5 05:20:03 2019,16.2,19.5,12.987999,16.745,27.367001,6.2,70,7.54
Tue Nov  5 05:30:03 2019,15.55,20.15,12.231998,15.987,28.881002,6.2,70,7.55
Tue Nov  5 05:40:04 2019,15.67,20.03,12.316002,16.63,28.153998,6.2,70,7.55
Tue Nov  5 05:50:04 2019,14.52,21.18,11.93,16.23,28.94,7.2,65,7.54
Tue Nov  5 06:00:04 2019,13.9,21.8,11.092001,15.739,30.268999,7.2,65,7.55
Tue Nov  5 06:10:03 2019,14.43,21.27,12.056995,16.402,28.641005,6.7,65,7.53
Tue Nov  5 06:20:03 2019,14.44,21.26,11.08,15.528,30.492,6.7,65,7.53
Tue Nov  5 06:30:03 2019,14.73,20.97,11.514003,18.14,27.445997,6.7,65,7.55
Tue Nov  5 06:40:04 2019,15.17,20.53,11.137,17.937,28.026,6.7,65,7.52
Tue Nov  5 06:50:04 2019,13.71,21.99,11.106999,14.406,31.587001,6.7,65,7.54
Tue Nov  5 07:00:03 2019,13.83,21.87,10.515001,14.804,31.780999,6.7,65,7.55
Tue Nov  5 07:10:03 2019,13.31,22.39,10.911003,17.853,28.335997,6.7,65,7.53
Tue Nov  5 07:20:03 2019,14.17,21.53,10.174,19.07,27.856,6.7,65,7.53
Tue Nov  5 07:30:03 2019,13.59,22.11,12.301001,15.61,29.188999,6.7,65,7.55
Tue Nov  5 07:40:03 2019,12.98,22.72,9.697001,15.408,31.994999,8.2,65,7.53
Tue Nov  5 07:50:03 2019,13.15,22.55,11.963001,15.26,29.876999,8.2,65,7.53
Tue Nov  5 08:00:04 2019,13.46,22.24,9.110001,14.558,33.431999,8.2,65,7.74
Tue Nov  5 08:10:04 2019,14.44,21.26,9.643997,14.428,33.028003,6.2,65,7.73
Tue Nov  5 08:20:04 2019,14.57,21.13,9.042001,14.69,33.367999,6.2,65,7.53
Tue Nov  5 08:30:04 2019,14.52,21.18,9.305,15.624,32.171,6.2,65,7.55
Tue Nov  5 08:40:04 2019,15.23,20.47,9.419998,12.446,35.234002,5.1,70,7.23
Tue Nov  5 08:50:04 2019,15.2,20.5,9.801002,14.124,33.174998,5.1,70,7.05
Tue Nov  5 09:00:03 2019,14.84,20.86,7.379,13.175,36.546,5.1,70,7.24
Tue Nov  5 09:10:03 2019,14.59,21.11,9.836,13.533,33.731,5.1,70,7.52
Tue Nov  5 09:20:03 2019,14.5,21.2,9.063001,10.708,37.328999,5.1,70,7.52
Tue Nov  5 09:30:04 2019,14.72,20.98,7.987,12.536,36.577,5.1,70,7.35
Tue Nov  5 09:40:04 2019,14.83,20.87,8.627001,11.262,37.210999,6.2,65,7.53
Tue Nov  5 09:50:03 2019,14.57,21.13,8.084001,10.778,38.237999,6.2,65,7.53
Tue Nov  5 10:00:04 2019,14.55,21.15,8.846998,13.215,35.038002,6.2,65,7.37
Tue Nov  5 10:10:03 2019,14.21,21.49,9.130003,12.854,35.115997,7.2,61,7.33
Tue Nov  5 10:20:03 2019,14.32,21.38,9.490999,14.862,32.747001,7.2,61,7.35
Tue Nov  5 10:30:04 2019,13.66,22.04,8.131001,13.052,35.916999,7.2,61,7.37
Tue Nov  5 10:40:04 2019,14.0,21.7,7.917001,13.723,35.459999,7.7,61,6.99
Tue Nov  5 10:50:03 2019,14.52,21.18,8.651999,12.919,35.529001,7.7,61,6.99
Tue Nov  5 11:00:04 2019,14.91,20.79,9.098998,11.352,36.649002,7.7,61,7.01
Tue Nov  5 11:10:03 2019,15.41,20.29,7.679999,14.612,34.808001,6.2,61,6.99
Tue Nov  5 11:20:04 2019,15.52,20.18,7.362001,13.394,36.343999,6.2,61,6.99
Tue Nov  5 11:30:03 2019,15.37,20.33,7.206999,13.685,36.208001,6.2,61,7.01
Tue Nov  5 11:40:04 2019,15.66,20.04,7.952,13.6,35.548,6.7,61,6.79
Tue Nov  5 11:50:04 2019,15.39,20.31,7.053,12.462,37.585,6.7,61,6.79
Tue Nov  5 12:00:03 2019,15.27,20.43,8.070998,11.403,37.626002,6.7,61,6.64
Tue Nov  5 12:10:03 2019,14.9,20.8,6.070003,12.248,38.781997,6.2,65,6.59
Tue Nov  5 12:20:04 2019,14.85,20.85,7.992,10.505,38.603,6.2,65,7.44
Tue Nov  5 12:30:03 2019,14.99,20.71,6.160001,10.073,40.866999,6.2,65,7.43
Tue Nov  5 12:40:03 2019,16.07,19.63,5.672,12.297,39.131,7.2,65,7.44
Tue Nov  5 12:50:03 2019,14.99,20.71,6.476,11.395,39.229,7.2,65,7.44
Tue Nov  5 13:00:04 2019,15.3,20.4,5.769,8.67,42.661,7.2,65,6.64
Tue Nov  5 13:10:03 2019,15.13,20.57,6.624,6.583,43.893,5.7,61,6.94
Tue Nov  5 13:20:03 2019,14.71,20.99,5.593,5.778,45.729,5.7,61,6.94
Tue Nov  5 13:30:04 2019,15.62,20.08,5.739,8.773,42.588,5.7,61,6.99
Tue Nov  5 13:40:04 2019,17.21,18.49,6.011,10.46,40.629,6.2,70,6.29
Tue Nov  5 13:50:04 2019,16.0,19.7,6.541,8.723,41.836,6.2,70,6.29
Tue Nov  5 14:00:04 2019,16.58,19.12,5.644002,8.787,42.668998,6.2,70,7.0
Tue Nov  5 14:10:03 2019,17.5,18.2,6.142998,10.953,40.004002,7.2,70,7.0
Tue Nov  5 14:20:03 2019,17.82,17.88,5.880999,12.857,38.362001,7.2,70,7.0
Tue Nov  5 14:30:04 2019,17.72,17.98,6.985,11.994,38.121,7.2,70,7.0
Tue Nov  5 14:40:04 2019,18.29,17.41,6.231999,11.175,39.693001,5.1,75,7.0
Tue Nov  5 14:50:04 2019,18.76,16.94,6.477001,9.74,40.882999,5.1,75,7.0
Tue Nov  5 15:00:03 2019,18.44,17.26,6.311999,9.195,41.593001,5.1,75,7.0
Tue Nov  5 15:10:03 2019,18.99,16.71,7.352,12.378,37.37,7.2,75,7.0
Tue Nov  5 15:20:03 2019,19.56,16.14,7.459998,12.684,36.956002,7.2,75,7.0
Tue Nov  5 15:30:04 2019,18.98,16.72,6.430001,12.047,38.622999,7.2,75,7.0
Tue Nov  5 15:40:04 2019,17.81,17.89,6.516001,11.754,38.829999,6.7,75,5.75
Tue Nov  5 15:50:04 2019,17.43,18.27,6.836,12.735,37.529,6.7,75,5.77
Tue Nov  5 16:10:04 2019,19.38,16.32,8.099999,12.308,36.692001,5.1,70,5.56
Tue Nov  5 16:20:03 2019,18.55,17.15,6.87,9.928,40.302,5.1,70,5.57
Tue Nov  5 16:30:03 2019,18.43,17.27,6.142,8.826,42.132,5.1,70,5.79
Tue Nov  5 16:40:03 2019,19.06,16.64,6.516001,10.972,39.611999,6.2,70,5.75
Tue Nov  5 16:50:04 2019,18.68,17.02,9.134999,9.779,38.186001,6.2,70,5.95
Tue Nov  5 17:00:04 2019,17.83,17.87,7.074001,12.163,37.862999,6.2,70,6.16
Tue Nov  5 17:10:05 2019,18.3,17.4,6.732998,12.083,38.284002,6.2,81,6.68
Tue Nov  5 17:20:04 2019,16.26,19.44,6.378998,9.531,41.190002,6.2,81,6.51
Tue Nov  5 17:30:03 2019,17.24,18.46,6.238999,13.484,37.377001,6.2,81,6.52
Tue Nov  5 17:40:04 2019,17.75,17.95,6.504,12.467,38.129,6.2,75,6.48
Tue Nov  5 17:50:03 2019,17.5,18.2,6.268999,12.023,38.808001,6.2,75,6.48
Tue Nov  5 18:10:04 2019,18.58,17.12,9.052999,13.128,34.919001,5.7,81,6.69
Tue Nov  5 18:20:04 2019,16.25,19.45,6.138,8.857,42.105,5.7,81,6.69
Tue Nov  5 18:30:03 2019,17.06,18.64,6.445001,9.623,41.031999,5.7,81,6.69
Tue Nov  5 18:40:03 2019,17.57,18.13,6.241,6.56,44.299,5.7,70,7.33
Tue Nov  5 18:50:08 2019,17.26,18.44,5.979,8.244,42.877,5.7,70,7.35
Tue Nov  5 19:00:03 2019,17.82,17.88,5.383,7.848,43.869,5.7,70,7.36
Tue Nov  5 19:10:04 2019,20.04,15.66,4.268,10.143,42.689,5.7,70,7.36
Tue Nov  5 19:20:04 2019,18.64,17.06,4.6,5.814,46.686,6.2,75,6.69
Tue Nov  5 19:30:05 2019,18.54,17.16,3.899999,4.518,48.682001,6.2,75,7.07
Tue Nov  5 19:40:04 2019,18.76,16.94,3.921,5.432,47.747,5.1,70,7.38
Tue Nov  5 19:50:03 2019,18.79,16.91,3.706,4.615,48.779,5.1,70,7.57
Tue Nov  5 20:00:03 2019,19.02,16.68,4.432,4.124,48.544,5.1,70,7.38
Tue Nov  5 20:10:04 2019,19.37,16.33,3.773,4.023,49.304,7.2,75,7.38
Tue Nov  5 20:20:04 2019,18.3,17.4,3.48,5.506,48.114,7.2,75,7.38
Tue Nov  5 20:30:04 2019,18.39,17.31,3.364,3.612,50.124,7.2,75,7.57
Tue Nov  5 20:40:04 2019,18.31,17.39,3.334,4.333,49.433,4.1,75,7.28
Tue Nov  5 20:50:03 2019,18.29,17.41,3.094,6.015,47.991,4.1,75,7.08
Tue Nov  5 21:00:03 2019,18.05,17.65,3.613,4.137,49.35,4.1,75,7.07
Tue Nov  5 21:10:03 2019,18.48,17.22,2.658,2.834,51.608,4.1,75,7.07
Tue Nov  5 21:20:04 2019,18.23,17.47,2.161117,2.938,52.000883,5.7,81,7.08
Tue Nov  5 21:30:04 2019,18.21,17.49,1.977117,3.576,51.546883,5.7,81,7.07
Tue Nov  5 21:40:04 2019,18.09,17.61,2.150117,6.63,48.319883,6.7,81,7.42
Tue Nov  5 21:50:03 2019,17.63,18.07,1.957117,5.625,49.517883,6.7,81,7.42
Tue Nov  5 22:00:05 2019,17.48,18.22,3.326001,4.003,49.770999,6.7,81,7.57
Tue Nov  5 22:20:04 2019,17.08,18.62,3.135999,4.195,49.769001,4.1,87,6.58
Tue Nov  5 22:30:03 2019,18.46,17.24,2.799,4.151,50.15,4.1,87,6.58
Tue Nov  5 22:40:03 2019,19.64,16.06,1.871,4.526,50.703,2.6,75,6.88
Tue Nov  5 22:50:03 2019,20.01,15.69,2.893,6.655,47.552,2.6,75,6.88
Tue Nov  5 23:00:04 2019,19.94,15.76,3.518001,7.073,46.508999,2.6,75,6.89
Tue Nov  5 23:10:03 2019,18.99,16.71,3.595999,4.946,48.558001,4.1,87,6.38
Tue Nov  5 23:20:04 2019,18.42,17.28,3.481,2.649,50.97,4.1,87,6.39
Tue Nov  5 23:30:03 2019,18.4,17.3,3.058,2.212,51.83,4.1,87,6.39
Tue Nov  5 23:40:04 2019,18.52,17.18,2.218,2.88,52.002,2.1,81,6.38
Tue Nov  5 23:50:04 2019,18.11,17.59,1.886,3.738,51.476,2.1,81,6.2
Wed Nov  6 00:20:03 2019,20.35,15.35,2.056,5.233,49.811,3.1,87,5.45
Wed Nov  6 00:30:04 2019,21.07,14.63,1.702,5.694,49.704,3.1,87,5.48
Wed Nov  6 00:40:04 2019,21.36,14.34,3.233,3.276,50.591,3.1,81,5.44
Wed Nov  6 00:50:04 2019,22.18,13.52,3.494,3.436,50.17,3.1,81,5.46
Wed Nov  6 01:00:03 2019,22.54,13.16,2.572,2.656,51.872,3.1,81,5.46
Wed Nov  6 01:10:04 2019,22.27,13.43,2.376,1.752,52.972,1.5,87,5.09
Wed Nov  6 01:20:04 2019,22.22,13.48,2.844,2.028,52.228,1.5,87,5.09
Wed Nov  6 01:30:04 2019,21.9,13.8,3.559,2.689,50.852,1.5,87,5.11
Wed Nov  6 01:40:03 2019,21.17,14.53,4.115,2.815,50.17,0.5,86,4.46
Wed Nov  6 01:50:04 2019,21.26,14.44,3.979,2.437,50.684,0.5,86,4.46
